familyid,ethnicgroup,length_of_residence,owner_renter_status,vacant,bathroom_cnt,bedroom_cnt,latitude,longitude
000106293055,C,17,1,0,,,034.057990,-118.290580
000106293089,F,35,9,0,2,4,034.026900,-118.325620
000106293102,S,14,7,0,0,0,034.026800,-118.326290
000106293115,H,06,5,1,,,034.048712,-118.335769
000106293217,L,12,5,1,,,034.037648,-118.366364
000106293225,H,15,7,0,0,0,034.024510,-118.326290
000106293233,J,33,9,0,2,4,034.024280,-118.325620
000106293238,E,06,6,0,,,033.949359,-118.234148
000106293270,H,16,4,0,,,034.023520,-118.326280
000106293288,E,26,9,0,2,3,034.023190,-118.326280
000106293296,L,03,9,0,1,2,033.960580,-118.299770
000106293348,E,16,9,0,1,2,034.021980,-118.325620
000106293364,S,17,5,0,,,034.021750,-118.325620
000106293385,P,25,9,0,0,0,034.037800,-118.327410
000106293393,H,15,4,0,,,034.037680,-118.326840
000106293408,H,02,1,0,,,034.031460,-118.315410
000106293474,E,01,4,0,,,034.049770,-118.336980
000106293487,D,14,6,0,,,034.034480,-118.327520
000106293490,L,35,9,0,1,4,034.034490,-118.326840
000106293513,L,15,9,0,0,0,034.033840,-118.327520
000106293518,D,33,9,0,2,2,034.033510,-118.327520
000106293547,E,14,5,0,,,034.028971,-118.327273
000106293610,E,39,9,0,0,0,034.028330,-118.327470
000106293631,H,17,9,0,0,0,034.028357,-118.327273
000106293644,S,41,9,0,1,2,034.027790,-118.326800
000106293762,E,19,7,0,0,0,034.026140,-118.326810
000106293788,H,16,9,0,2,3,034.024840,-118.327470
000106293806,E,14,7,0,0,0,034.024620,-118.327470
000106293830,H,13,7,0,0,0,034.024440,-118.327035
000106293877,S,20,9,0,3,5,034.044600,-118.320420
000106294247,E,16,5,0,,,034.048712,-118.335769
000106294373,F,17,5,0,,,034.048712,-118.335769
000106294404,J,19,5,0,,,034.048712,-118.335769
000106294491,S,23,5,0,,,034.048712,-118.335769
000106294548,I,18,5,0,,,034.048712,-118.335769
000106294556,E,18,5,0,,,034.048712,-118.335769
000106294585,H,21,5,0,,,034.048712,-118.335769
000106294608,E,29,5,0,,,034.048712,-118.335769
000106294674,L,16,9,0,1,2,034.015210,-118.316350
000106294687,N,14,5,1,,,034.048712,-118.335769
000106294700,E,13,5,0,,,034.048712,-118.335769
000106294807,H,17,5,1,,,034.048712,-118.335769
000106294920,N,07,5,0,,,034.048712,-118.335769
000106294996,P,22,5,0,,,034.048712,-118.335769
000106295023,E,25,5,0,,,034.048712,-118.335769
000106295028,L,11,9,0,1,2,034.039260,-118.361880
000106295196,H,21,5,0,,,034.048712,-118.335769
000106295251,L,07,9,0,2,3,033.966170,-118.323780
000106295395,L,19,8,0,0,0,033.987150,-118.365160
000106295421,H,24,9,0,2,2,033.971580,-118.218940
000106295442,W,16,5,0,,,034.048712,-118.335769
000106295497,E,16,5,0,,,034.048712,-118.335769
000106295523,E,16,5,1,,,034.048712,-118.335769
000106295594,B,19,5,0,,,034.048712,-118.335769
000106295609,E,25,5,0,,,034.048712,-118.335769
000106295743,E,07,5,0,,,034.060231,-118.355789
000106295780,S,08,1,0,,,034.089410,-118.362360
000106295803,V,31,9,0,1,2,034.044720,-118.362050
000106295829,P,31,9,0,3,4,033.852730,-118.065140
000106295832,B,24,9,0,0,0,034.044650,-118.364490
000106295882,E,33,9,0,2,3,034.042800,-118.350760
000106295963,E,14,4,0,,,034.041733,-118.351608
000106295989,H,27,9,0,2,4,034.051630,-118.315290
000106295992,J,33,9,0,2,5,034.051700,-118.316020
000106296024,E,21,9,0,3,3,034.050930,-118.316350
000106296037,J,33,9,0,3,4,034.049470,-118.316990
000106296281,K,21,9,0,2,2,034.044330,-118.318060
000106296325,C,24,7,0,0,0,034.043082,-118.317591
000106296359,E,30,4,0,,,034.042530,-118.317290
000106296414,H,02,4,0,,,034.049890,-118.339410
000106296419,H,15,5,0,,,034.042206,-118.317825
000106296485,A,15,9,0,1,4,034.041320,-118.318020
000106296532,B,32,4,0,,,034.040500,-118.317300
000106296574,H,17,9,0,1,3,034.055930,-118.321340
000106296605,S,17,9,0,2,4,034.054940,-118.321110
000106296621,E,42,9,0,2,3,034.054800,-118.321950
000106296626,J,33,9,0,2,3,034.053650,-118.321790
000106296655,C,03,4,0,,,034.051120,-118.304460
000106296684,E,03,3,0,,,034.025290,-118.321540
000106296723,H,35,5,0,,,034.052334,-118.323017
000106296804,K,24,1,0,,,034.051820,-118.323620
000106296922,H,15,4,0,,,034.051154,-118.323382
000106297054,I,18,9,0,2,3,034.000520,-118.434360
000106297122,K,25,2,0,,,034.049795,-118.324363
000106297193,K,23,1,0,,,034.049410,-118.324830
000106297258,H,11,9,0,2,3,034.214670,-118.425980
000106297274,E,13,0,0,,,034.048720,-118.324350
000106297392,H,30,3,0,,,034.047070,-118.326190
000106297444,H,33,7,0,0,0,034.046360,-118.325940
000106297575,E,14,4,0,,,034.045712,-118.326749
000106297596,H,05,5,0,,,034.029019,-118.341579
000106297737,J,33,7,0,0,0,034.043800,-118.327320
000106297834,H,19,9,0,0,0,034.042690,-118.328580
000106297847,E,23,9,0,1,4,034.042170,-118.328850
000106297915,E,01,2,0,,,034.053670,-118.251470
000106297957,E,17,7,0,0,0,034.045870,-118.333360
000106298013,S,24,9,0,3,7,034.044570,-118.334100
000106298018,E,21,9,0,3,5,034.044370,-118.334200
000106298042,E,19,9,0,2,4,034.043290,-118.334790
000106298092,G,16,9,0,3,5,034.041290,-118.335150
000106298097,L,17,9,0,2,3,034.041140,-118.335230
000106298128,E,19,9,0,0,0,034.040590,-118.336300
000106298186,E,33,9,0,4,4,034.057120,-118.351770
000106298204,G,16,9,0,2,2,034.057060,-118.351150
000106298220,A,16,9,0,3,4,034.056620,-118.351320
000106298238,S,23,9,0,0,0,034.056070,-118.351540
000106298241,J,33,9,0,3,3,034.055940,-118.351580
000106298254,S,07,7,0,0,0,034.058560,-118.336280
000106298306,R,16,9,0,1,3,034.054890,-118.352640
000106298490,S,12,9,0,2,2,034.061340,-118.357430
000106298518,S,01,2,0,,,033.955611,-118.350651
000106298521,E,01,2,0,,,034.034590,-118.315830
000106298526,J,42,9,0,4,5,034.019610,-118.433440
000106298597,E,30,3,0,,,034.049020,-118.354210
000106298652,L,06,4,0,,,034.034040,-118.345070
000106298665,E,16,2,0,,,034.067233,-118.351673
000106298712,H,17,5,0,,,034.046930,-118.355020
000106298759,G,10,9,0,1,3,034.269370,-118.306430
000106298770,E,13,9,0,1,2,034.045420,-118.356220
000106298775,E,15,5,0,,,034.045310,-118.356260
000106298788,I,36,9,0,3,4,034.044970,-118.355810
000106298830,E,24,9,0,0,0,034.014260,-118.293110
000106298843,D,01,5,0,,,034.010312,-118.342582
000106298848,S,04,1,0,,,034.022730,-118.404570
000106298864,E,16,9,0,1,2,034.043080,-118.356640
000106298877,B,06,9,0,2,2,034.563780,-118.015890
000106298885,S,08,9,0,2,5,033.965640,-118.398800
000106298937,E,40,9,0,1,2,034.041480,-118.357720
000106299022,B,05,9,0,2,3,033.975160,-118.311510
000106299056,J,25,9,0,0,0,034.054960,-118.355470
000106299077,J,34,9,0,2,3,034.053620,-118.355980
000106299093,S,35,9,0,1,3,034.053140,-118.356150
000106299137,E,50,9,0,2,3,034.051750,-118.356170
000106299255,E,12,9,0,2,2,033.974180,-118.370990
000106299310,E,27,0,0,,,034.048210,-118.358550
000106299315,S,33,9,0,3,5,034.048000,-118.357980
000106299331,E,50,9,0,2,3,034.047870,-118.358680
000106299336,H,19,5,0,,,034.047620,-118.358120
000106299352,F,31,9,0,2,3,034.047370,-118.358870
000106299365,F,33,9,0,1,3,034.047000,-118.358350
000106299373,E,33,9,0,1,3,034.046890,-118.358390
000106299409,F,33,9,0,1,2,034.046360,-118.358580
000106299417,H,22,9,0,1,3,034.046420,-118.359220
000106299420,E,10,4,0,,,034.052350,-118.352470
000106299433,H,19,9,0,0,0,034.046100,-118.359340
000106299438,E,06,9,0,2,3,033.864520,-118.272670
000106299462,B,12,6,0,,,034.049150,-118.360350
000106299580,H,07,2,0,,,034.040410,-118.338150
000106299611,S,34,9,0,1,2,034.042640,-118.360630
000106299666,E,27,9,0,2,2,034.041860,-118.360230
000106299726,H,16,9,0,2,4,034.040830,-118.360610
000106299784,D,07,9,0,2,3,034.132150,-118.728040
000106299836,L,09,7,0,0,0,034.035772,-118.351411
000106299857,H,14,7,0,0,0,033.983600,-118.315520
000106299962,E,19,9,0,1,4,034.040960,-118.315660
000106299988,E,13,9,0,0,0,034.092370,-118.385950
000106299996,E,33,9,0,2,3,034.056660,-118.341650
000106300055,K,01,4,1,,,034.057830,-118.344910
000106300068,E,07,5,0,,,034.055854,-118.341722
000106300089,H,18,9,0,0,0,034.055638,-118.341807
000106300092,S,33,9,0,3,3,034.042820,-118.370760
000106300262,B,06,9,0,1,3,034.017160,-118.365990
000106300275,E,22,3,0,,,034.053080,-118.342260
000106300343,I,12,8,0,0,0,034.049051,-118.386278
000106300348,B,18,7,0,0,0,034.052360,-118.342530
000106300351,E,46,7,0,0,0,034.052360,-118.342530
000106300356,E,18,7,0,0,0,034.052380,-118.343150
000106300429,H,09,9,0,1,2,033.942970,-118.085960
000106300437,E,13,2,0,,,034.051440,-118.343520
000106300539,E,19,3,0,,,034.050500,-118.343240
000106300615,I,19,9,0,0,0,034.056183,-118.348485
000106300694,I,33,4,0,,,034.055630,-118.348190
000106300709,S,04,5,0,,,034.052097,-118.339569
000106300754,E,14,5,0,,,034.055211,-118.348623
000106300759,R,24,9,0,1,2,034.055030,-118.348560
000106300770,S,38,7,0,0,0,034.055057,-118.348935
000106300814,B,14,5,0,,,034.054460,-118.348670
000106300898,E,29,6,0,,,034.054218,-118.349019
000106300903,N,32,9,0,0,0,034.053350,-118.349830
000106300982,H,34,7,0,0,0,034.052640,-118.350090
000106301051,E,32,4,0,,,034.051810,-118.350224
000106301069,H,05,9,0,1,1,034.007890,-117.816860
000106301098,W,19,3,0,,,034.051340,-118.350610
000106301116,E,33,9,0,1,3,034.051080,-118.350720
000106301129,J,33,7,0,0,0,034.050950,-118.350770
000106301145,S,23,4,0,,,034.050540,-118.350930
000106301195,N,10,7,0,0,0,034.050620,-118.346240
000106301292,L,06,5,0,,,034.054810,-118.384033
000106301365,W,10,4,0,,,034.048470,-118.319210
000106301381,N,23,3,0,,,034.047402,-118.351976
000106301399,E,35,5,0,,,034.047180,-118.351600
000106301446,H,02,4,0,,,034.047090,-118.352290
000106301564,H,15,9,0,0,0,034.045824,-118.352615
000106301608,H,16,9,0,0,0,034.045510,-118.352920
000106301637,S,13,9,0,0,0,034.044160,-118.352520
000106301682,E,15,7,0,0,0,034.043730,-118.353280
000106301687,H,26,9,0,3,4,034.043480,-118.352780
000106301718,B,09,5,0,,,034.041000,-118.357900
000106301734,E,41,9,0,0,0,034.042766,-118.353492
000106301755,S,25,9,0,1,3,034.042350,-118.353210
000106301763,S,14,5,0,,,034.042120,-118.353300
000106301844,H,18,9,0,2,3,034.041800,-118.363440
000106301849,H,16,9,0,1,2,034.041730,-118.364180
000106301881,H,11,9,0,1,3,034.041730,-118.360350
000106301912,E,25,9,0,1,5,034.040880,-118.364480
000106301938,E,33,9,0,1,2,034.040360,-118.364750
000106301946,W,16,5,0,,,034.056593,-118.349487
000106301970,D,14,5,0,,,034.056386,-118.349318
000106301983,I,23,5,0,,,034.056328,-118.349341
000106302052,S,26,7,0,0,0,034.055660,-118.349380
000106302086,E,19,5,0,,,034.055122,-118.349817
000106302219,E,15,0,0,,,034.046020,-118.353230
000106302387,S,26,6,0,,,034.049870,-118.351680
000106302463,S,31,5,0,,,034.049350,-118.351880
000106302489,H,08,9,0,1,3,034.015100,-118.316770
000106302515,H,20,9,0,1,2,034.047500,-118.352640
000106302654,E,15,2,0,,,034.046030,-118.353900
000106302670,E,18,9,0,0,0,034.046260,-118.353140
000106302701,S,29,4,0,,,034.046020,-118.353230
000106302706,F,27,3,0,,,034.046020,-118.353230
000106302748,D,08,6,0,,,034.065700,-118.366420
000106302840,I,19,9,0,2,3,034.042620,-118.354720
000106302874,L,29,9,0,2,2,034.041700,-118.354270
000106302879,S,16,9,0,3,2,034.041700,-118.354270
000106302921,E,03,5,0,,,033.960143,-118.393521
000106302971,L,15,9,0,4,3,034.042580,-118.355590
000106302989,W,05,4,0,,,034.020439,-118.321194
000106302997,L,18,9,0,1,2,034.041790,-118.355920
000106303024,E,17,9,0,3,3,034.049870,-118.312920
000106303163,L,10,9,0,1,2,033.978680,-118.307400
000106303207,S,14,2,0,,,034.051170,-118.321350
000106303252,H,19,3,0,,,034.051990,-118.322330
000106303278,J,36,5,0,,,034.052544,-118.322770
000106303286,K,20,9,0,0,0,034.054460,-118.327740
000106303299,K,15,9,0,2,3,034.055840,-118.321910
000106303566,E,34,4,0,,,034.050490,-118.325670
000106303650,H,27,3,0,,,034.049710,-118.325260
000106303671,H,17,0,0,,,034.049670,-118.325270
000106303760,K,13,9,0,2,3,034.048670,-118.325810
000106303773,B,16,6,0,,,034.049546,-118.325909
000106303794,K,23,9,0,0,0,034.048420,-118.325950
000106303883,H,07,9,0,3,4,034.236110,-118.503660
000106303964,B,03,9,0,2,2,033.995110,-118.345420
000106304025,E,11,2,0,,,033.970713,-118.282566
000106304070,K,09,9,0,3,3,034.163990,-117.901320
000106304075,J,15,5,0,,,034.045700,-118.328290
000106304177,S,19,9,0,2,2,033.956694,-118.338482
000106304180,L,14,0,0,,,034.044150,-118.329150
000106304203,A,17,9,0,2,4,034.043850,-118.328450
000106304232,E,17,5,0,,,034.043430,-118.328670
000106304258,H,26,7,0,0,0,034.043170,-118.328820
000106304402,K,15,4,0,,,033.851110,-118.292340
000106304499,H,15,9,0,0,0,034.044720,-118.343150
000106304588,J,50,9,0,1,3,034.056570,-118.357210
000106304614,B,08,6,0,,,034.039200,-118.313850
000106304630,E,25,6,0,,,034.056130,-118.357970
000106304680,E,15,7,0,0,0,034.055356,-118.358189
000106304703,D,22,7,0,0,0,034.054580,-118.358630
000106304708,E,33,9,0,2,3,034.054450,-118.358670
000106304711,S,06,4,0,,,034.116630,-118.148470
000106304716,J,50,9,0,2,2,034.054310,-118.358720
000106304724,I,29,9,0,2,3,034.053890,-118.358280
000106304740,S,33,9,0,2,2,034.053360,-118.359050
000106304790,B,36,9,0,2,3,034.051840,-118.359000
000106304800,E,19,9,0,1,2,034.051430,-118.359150
000106304847,E,20,9,0,2,3,034.050400,-118.360070
000106304871,E,09,9,0,2,2,034.154930,-118.462480
000106304876,H,21,9,0,0,0,034.049010,-118.360270
000106304884,S,22,5,0,,,034.049265,-118.359829
000106304907,E,14,7,0,0,0,034.049177,-118.360108
000106304923,P,23,9,0,1,2,034.048080,-118.360590
000106304928,H,19,9,0,1,3,034.047690,-118.360200
000106304931,E,11,8,0,0,0,034.046820,-118.369630
000106304965,I,10,8,0,0,0,034.069800,-118.316090
000106304981,B,15,7,0,0,0,034.047129,-118.360596
000106304986,S,33,8,0,0,0,034.045793,-118.361068
000106305071,I,33,9,0,1,3,034.045460,-118.361520
000106305123,B,19,7,0,0,0,034.044400,-118.361490
000106305152,H,16,9,0,0,0,034.042490,-118.362740
000106305160,H,14,9,0,2,3,034.033880,-118.365750
000106305186,H,03,9,0,1,2,034.166470,-118.343600
000106305225,P,15,4,0,,,034.041650,-118.362420
000106305233,L,04,7,0,0,0,034.020740,-118.368040
000106305246,S,19,5,0,,,034.041380,-118.363140
000106305259,E,27,9,0,2,3,034.041020,-118.363270
000106305319,H,15,5,0,,,034.049370,-118.353550
000106305330,H,17,9,0,2,3,033.977270,-118.293840
000106305335,P,27,0,0,,,034.050070,-118.333470
000106305348,H,17,6,0,,,034.050720,-118.334520
000106305369,W,33,9,0,0,0,034.051157,-118.336602
000106305466,B,01,9,0,1,2,033.987430,-118.338780
000106305479,E,09,9,0,2,2,034.111150,-118.372460
000106305490,E,33,9,0,2,2,034.056600,-118.350160
000106305505,H,20,9,0,2,3,034.056300,-118.350970
000106305521,K,45,9,0,2,3,034.055900,-118.350430
000106305539,E,38,9,0,2,3,034.055380,-118.350630
000106305555,J,46,9,0,1,3,034.054980,-118.350780
000106305652,L,04,9,0,1,2,034.008100,-118.321650
000106305725,E,02,4,0,,,034.049490,-118.351350
000106305830,L,13,5,0,,,034.027354,-118.358504
000106305848,E,09,4,0,,,034.047150,-118.358950
000106305979,H,17,5,0,,,034.044346,-118.355246
000106305990,H,29,9,0,2,2,034.047340,-118.353830
000106306030,L,03,5,0,,,034.042980,-118.355410
000106306043,N,26,9,0,1,2,034.046590,-118.354230
000106306048,E,30,9,0,0,0,034.046290,-118.354850
000106306064,S,18,5,0,,,034.050844,-118.352775
000106306093,H,19,9,0,1,2,034.045710,-118.355080
000106306116,W,13,9,0,0,0,034.045180,-118.355290
000106306129,P,16,5,0,,,034.044810,-118.355380
000106306132,E,31,9,0,1,2,034.044060,-118.355580
000106306174,I,10,9,0,2,2,034.097820,-118.272830
000106306182,S,33,9,0,2,2,034.042810,-118.356290
000106306187,L,09,9,0,3,3,034.011040,-118.353420
000106306218,E,33,9,0,1,2,034.041830,-118.356720
000106306276,E,30,9,0,0,0,034.053860,-118.329830
000106306284,H,11,9,0,1,2,034.013480,-118.319590
000106306315,F,33,9,0,0,0,034.055290,-118.335970
000106306323,E,13,7,0,0,0,034.055480,-118.336250
000106306328,S,01,8,0,0,0,034.282460,-118.489310
000106306336,E,13,9,0,2,3,034.159160,-118.215640
000106306394,L,10,3,0,,,033.891880,-118.236220
000106306412,E,18,9,0,0,0,034.054940,-118.342630
000106306438,H,14,5,0,,,034.054104,-118.344160
000106306459,L,13,4,0,,,034.054684,-118.347792
000106306467,E,10,1,0,,,034.032406,-118.285540
000106306475,S,17,5,0,,,034.054906,-118.348718
000106306491,H,08,5,0,,,034.164626,-118.457600
000106306501,H,03,9,0,0,0,033.823790,-118.182460
000106306548,I,15,7,0,0,0,034.054180,-118.351280
000106306580,E,32,9,0,0,0,034.054200,-118.352270
000106306598,I,38,9,0,0,0,034.054210,-118.352930
000106306726,E,20,9,0,1,3,034.048690,-118.361120
000106306747,W,06,5,0,,,034.053561,-118.240705
000106306750,J,13,9,0,2,4,034.047780,-118.360950
000106306792,S,17,9,0,1,2,034.046890,-118.361260
000106306844,E,18,9,0,2,4,034.045890,-118.362130
000106306865,B,33,9,0,2,3,034.045180,-118.362360
000106306878,H,26,9,0,1,3,034.044700,-118.362450
000106306959,J,13,5,0,,,034.055840,-118.364570
000106307044,H,34,4,0,,,034.055160,-118.364890
000106307081,H,16,3,0,,,034.054962,-118.365433
000106307206,L,02,1,0,,,033.976570,-118.328980
000106307222,H,20,3,0,,,034.054273,-118.365751
000106307256,D,18,1,0,,,034.054230,-118.365270
000106307280,H,19,3,0,,,034.054150,-118.366020
000106307374,N,33,4,0,,,034.053790,-118.366170
000106307379,H,12,9,0,1,3,034.044930,-118.338830
000106307641,B,04,9,0,3,4,034.059220,-118.335670
000106307719,H,18,3,0,,,034.048970,-118.367480
000106307751,I,19,9,0,1,2,034.048820,-118.367520
000106307785,P,12,2,0,,,034.039500,-118.380300
000106307829,E,07,9,0,3,2,034.103560,-118.275350
000106307837,W,29,9,0,1,3,034.047820,-118.367170
000106307861,Q,17,6,0,,,034.047230,-118.367340
000106307866,L,18,9,0,2,3,034.047090,-118.367380
000106307874,H,26,9,0,2,3,034.046820,-118.367450
000106307879,L,20,7,0,0,0,034.046680,-118.367490
000106307926,B,08,9,0,3,4,033.991440,-118.353820
000106307955,S,33,9,0,0,0,034.044860,-118.368760
000106307963,W,16,9,0,1,2,034.044730,-118.368820
000106308011,L,35,9,0,2,2,034.043500,-118.368650
000106308037,H,11,9,0,4,4,034.010420,-117.984360
000106308040,E,28,9,0,2,3,034.042720,-118.369700
000106308053,H,16,8,0,0,0,034.042360,-118.369140
000106308058,B,49,9,0,2,2,034.042450,-118.369820
000106308066,S,26,9,0,2,4,034.042180,-118.369940
000106308079,L,13,9,0,3,5,034.003190,-118.348850
000106308105,I,15,9,0,0,0,034.047510,-118.364740
000106308126,E,17,5,0,,,034.056030,-118.360970
000106308142,E,16,6,0,,,034.056128,-118.361070
000106308176,E,03,5,0,,,034.059173,-118.451490
000106308223,J,04,5,0,,,033.978568,-118.439266
000106308281,D,17,6,0,,,034.054600,-118.362200
000106308304,E,15,9,0,2,3,034.054230,-118.362340
000106308312,E,11,9,0,1,2,034.160500,-118.009380
000106308341,D,17,9,0,3,4,034.053330,-118.362000
000106308362,J,19,9,0,2,3,034.052800,-118.362200
000106308367,J,33,7,0,0,0,034.052930,-118.362870
000106308375,H,16,7,0,0,0,034.052520,-118.362320
000106308388,S,17,9,0,2,3,034.052260,-118.362420
000106308414,W,18,6,0,,,034.051730,-118.362620
000106308430,S,33,9,0,1,3,034.051600,-118.363410
000106308472,E,19,5,0,,,034.050060,-118.364030
000106308477,E,37,9,0,0,0,034.050357,-118.363528
000106308503,E,19,8,0,0,0,034.049490,-118.363570
000106308508,E,42,9,0,2,3,034.049450,-118.364200
000106308511,B,19,9,0,3,3,034.049180,-118.363650
000106308524,L,17,9,0,2,3,034.048830,-118.364370
000106308537,L,29,9,0,2,3,034.048390,-118.364490
000106308545,L,18,9,0,2,2,034.048100,-118.364570
000106308561,E,36,9,0,0,0,034.047540,-118.364100
000106308613,J,07,7,0,0,0,034.017170,-118.398560
000106308618,E,46,9,0,2,3,034.046100,-118.364500
000106308650,E,19,9,0,0,0,034.045420,-118.364690
000106308692,L,17,9,0,0,0,034.044160,-118.365780
000106308715,L,17,9,0,2,3,034.043650,-118.366010
000106308728,L,42,9,0,1,3,034.043140,-118.365650
000106308786,H,19,3,0,,,034.055552,-118.312305
000106308799,H,14,2,0,,,034.055300,-118.311870
000106308875,C,17,0,0,,,034.054970,-118.311870
000106308985,K,40,9,0,2,4,034.051860,-118.312470
000106308998,K,14,9,0,1,3,034.051170,-118.312470
000106309198,K,10,2,0,,,034.066100,-118.395610
000106309232,D,40,6,0,,,034.054810,-118.313500
000106309415,K,04,1,0,,,034.242330,-118.415620
000106309444,C,18,2,0,,,034.053980,-118.313510
000106309570,E,10,3,0,,,034.075010,-118.295060
000106309583,E,49,9,0,3,9,034.051860,-118.313630
000106309591,J,50,9,0,1,2,034.051450,-118.311860
000106309601,H,24,9,0,2,2,034.051310,-118.312470
000106309606,K,23,5,0,,,034.051480,-118.312930
000106309627,K,22,9,0,4,4,034.050990,-118.311860
000106309672,S,17,9,0,1,3,034.050500,-118.312470
000106309698,I,14,9,0,3,5,034.049090,-118.312610
000106309813,J,16,2,0,,,034.046360,-118.312600
000106309902,H,14,1,0,,,034.045950,-118.312600
000106309923,P,14,4,0,,,034.045990,-118.322820
000106309986,H,14,0,0,,,034.042440,-118.336900
000106320004,H,14,2,0,,,034.046970,-118.350520
000106320009,H,09,5,0,,,033.985390,-118.276700
000106320020,H,15,3,0,,,034.046970,-118.350520
000106320054,H,26,6,0,,,034.046660,-118.351290
000106320075,J,23,9,0,1,2,034.046270,-118.350800
000106320114,F,24,4,0,,,034.045800,-118.350990
000106320122,E,15,2,0,,,034.045800,-118.350990
000106320203,J,32,9,0,3,4,034.058810,-118.329950
000106320245,A,09,4,0,,,034.065050,-118.316130
000106320290,H,16,8,0,0,0,034.056330,-118.330940
000106320318,H,17,9,0,1,3,034.053300,-118.332600
000106320334,J,38,5,0,,,034.053040,-118.332710
000106320347,H,28,9,0,2,3,034.052780,-118.332810
000106320407,F,14,4,0,,,034.051960,-118.333730
000106320465,H,15,5,0,,,034.051220,-118.333430
000106320481,H,40,7,0,0,0,034.051202,-118.333642
000106320499,H,18,5,0,,,034.051170,-118.334050
000106320520,H,18,4,0,,,034.050913,-118.334005
000106320591,C,45,5,0,,,034.049950,-118.333990
000106320606,P,32,5,0,,,034.049915,-118.334392
000106320619,H,17,9,0,0,0,034.049600,-118.334130
000106320630,V,29,9,0,0,0,034.049310,-118.334190
000106320669,S,16,9,0,3,6,034.058490,-118.331390
000106320693,K,16,8,0,0,0,034.058090,-118.331530
000106320703,K,05,4,0,,,034.062660,-118.341260
000106320708,J,50,9,0,1,3,034.058010,-118.332320
000106320711,S,16,9,0,1,3,034.057900,-118.332360
000106320716,K,24,9,0,1,3,034.057700,-118.331690
000106320758,J,30,9,0,0,0,034.053850,-118.334030
000106320774,E,21,9,0,2,3,034.053590,-118.334130
000106320782,H,19,6,0,,,034.052947,-118.333980
000106320805,J,08,9,0,2,3,034.053200,-118.334280
000106320834,C,05,1,0,,,034.015409,-118.298324
000106320855,H,41,9,0,1,1,034.052640,-118.334500
000106320902,H,15,4,0,,,034.051978,-118.334360
000106320944,H,05,9,0,1,3,034.092510,-117.930680
000106320957,H,34,9,0,1,2,034.051540,-118.334940
000106320965,S,28,9,0,0,0,034.051430,-118.334980
000106320994,N,26,5,0,,,034.050821,-118.335047
000106321039,H,14,9,0,1,3,034.050260,-118.335440
000106321050,H,10,4,0,,,034.052230,-118.334670
000106321089,H,25,9,0,1,2,034.049590,-118.335710
000106321107,H,07,4,0,,,034.035330,-118.347100
000106321199,K,24,9,0,2,4,034.054650,-118.319860
000106321212,K,17,9,0,0,0,034.054770,-118.320650
000106321217,K,10,9,0,3,4,034.224150,-118.459410
000106321356,E,11,9,0,2,3,034.024920,-117.882880
000106321479,T,16,4,0,,,034.052460,-118.320940
000106321495,S,24,5,0,,,034.052634,-118.321444
000106321534,H,23,5,0,,,034.052200,-118.321060
000106321568,H,16,4,0,,,034.052080,-118.321130
000106321649,K,19,9,0,0,0,034.051750,-118.321410
000106321754,E,35,9,0,0,0,034.050870,-118.321720
000106321814,E,40,8,0,0,0,034.050720,-118.321790
000106321819,E,19,4,0,,,034.050870,-118.322690
000106321856,H,33,3,0,,,034.050640,-118.322196
000106321864,H,26,4,0,,,034.050696,-118.322426
000106321885,H,33,2,0,,,034.050460,-118.322900
000106321924,H,24,1,0,,,034.050448,-118.322551
000106322048,I,17,2,0,,,034.049470,-118.322410
000106322399,H,24,2,0,,,034.044630,-118.324570
000106322462,B,12,9,0,0,0,033.986020,-118.332630
000106322496,K,25,9,0,0,0,034.048670,-118.323740
000106322603,H,17,4,0,,,034.045620,-118.324090
000106322629,H,12,9,0,2,3,033.927690,-118.089100
000106322637,H,34,4,0,,,034.045520,-118.324780
000106322653,H,10,9,0,0,0,034.085727,-117.955529
000106322713,H,30,3,0,,,034.044630,-118.324570
000106322776,W,46,9,0,0,0,034.044673,-118.324747
000106322797,E,35,3,0,,,034.049820,-118.322180
000106322828,H,26,9,0,1,2,034.043010,-118.326080
000106322849,E,26,9,0,2,4,034.040600,-118.326550
000106322860,H,23,9,0,1,2,034.040460,-118.326600
000106322865,C,33,9,0,2,3,034.040670,-118.327220
000106322920,E,18,4,0,,,034.056990,-118.362420
000106322959,I,19,6,0,,,034.056470,-118.362130
000106323007,H,16,5,0,,,034.056213,-118.362492
000106323023,E,41,9,0,0,0,034.055881,-118.362381
000106323167,E,51,3,0,,,034.054190,-118.362850
000106323201,S,03,4,0,,,034.054020,-118.360540
000106323316,J,19,3,0,,,034.053270,-118.363950
000106323353,E,27,0,0,,,034.052600,-118.363510
000106323502,H,17,2,0,,,034.051690,-118.364610
000106323549,L,18,7,0,0,0,034.049898,-118.364707
000106323565,L,29,9,0,1,2,034.049640,-118.365200
000106323633,L,33,9,0,1,2,034.048000,-118.365650
000106323646,C,33,9,0,0,0,034.048018,-118.365223
000106323667,L,42,9,0,0,0,034.047761,-118.365294
000106323691,L,18,9,0,1,2,034.046430,-118.365460
000106323701,L,42,7,0,0,0,034.046616,-118.365863
000106323719,P,27,9,0,2,3,034.046000,-118.366200
000106323748,C,14,9,0,2,3,034.045030,-118.365820
000106323764,L,50,9,0,2,3,034.044800,-118.366560
